3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,2,1
10,2,1
11,1,1
12,1,1
13,1,1
14,2,1
15,1,1
16,3,1
17,1,1
18,1,1
19,2,1
20,2,1
21,1,1
22,2,1
23,2,1
24,2,1
25,2,1
26,2,1
27,2,1
28,2,1
29,2,1
30,2,1
31,1,1
32,2,1
33,2,1
34,2,1
35,2,1
36,1,1
37,2,1
38,2,1
39,2,1
40,2,1
41,3,1
42,2,1
43,1,1
44,2,1
45,2,1
46,1,1
47,2,1
48,2,1
49,2,1
50,2,1
51,2,1
52,2,1
53,1,1
54,2,1
55,2,1
56,3,1
57,2,1
58,2,1
59,2,1
60,2,1
61,2,1
62,2,1
63,2,1
64,2,1
65,2,1
66,2,1
67,2,1
68,2,1
69,2,1
70,2,1
71,2,1
72,2,1
73,2,1
74,3,1
75,1,1
76,1,1
77,2,1
79,3,1
79,2,1
80,3,1
82,3,1
82,2,1
83,2,1
84,1,1
85,2,1
87,3,1
87,2,1
88,3,1
90,2,1
91,3,1
91,2,1
92,2,1
94,2,1
94,2,1
96,2,1
97,2,1
98,3,1
98,2,1
99,2,1
100,2,1
101,2,1
102,2,1
103,2,1
105,2,1
105,2,1
108,3,1
108,2,1
109,2,1
109,2,1
110,2,1
112,2,1
113,2,1
114,3,1
114,2,1
115,3,1
117,2,1
117,2,1
118,3,1
119,2,1
120,2,1
121,3,1
122,2,1
124,3,1
125,2,1
125,2,1
126,3,1
128,2,1
129,2,1
129,2,1
131,2,1
132,2,1
133,3,1
134,2,1
134,3,1
136,2,1
136,3,1
138,2,1
140,3,1
139,2,1
141,2,1
141,2,1
143,2,1
143,2,1
144,2,1
145,2,1
147,3,1
148,2,1
149,3,1
150,2,1
150,2,1
152,2,1
153,2,1
154,2,1
155,2,1
156,3,1
156,3,1
157,2,1
160,2,1
161,2,1
161,2,1
162,1,1
162,2,1
165,2,1
165,1,1
165,2,1
166,2,1
169,2,1
170,2,1
170,3,1
171,2,1
172,3,1
173,3,1
175,2,1
175,3,1
177,2,1
177,2,1
177,2,1
179,2,1
179,2,1
181,2,1
182,3,1
182,2,1
184,3,1
184,3,1
185,1,1
187,3,1
188,2,1
188,3,1
190,3,1
190,2,1
192,3,1
194,3,1
195,2,1
196,2,1
197,3,1
198,2,1
198,2,1
199,2,1
200,2,1
201,3,1
202,3,1
203,1,1
204,3,1
206,2,1
207,2,1
207,2,1
208,2,1
208,3,1
210,2,1
211,2,1
212,3,1
213,3,1
215,3,1
216,3,1
217,2,1
217,3,1
218,3,1
218,2,1
221,3,1
221,3,1
222,2,1
223,2,1
224,3,1
225,3,1
226,3,1
226,2,1
227,2,1
229,2,1
231,3,1
231,3,1
233,2,1
234,2,1
235,2,1
235,3,1
236,2,1
237,2,1
239,2,1
241,3,1
241,2,1
241,3,1
244,3,1
244,3,1
244,2,1
245,2,1
247,2,1
247,3,1
250,3,1
251,2,1
251,4,1
253,3,1
253,3,1
254,3,1
254,2,1
256,3,1
257,2,1
257,2,1
258,3,1
259,3,1
260,3,1
262,2,1
263,2,1
263,3,1
264,3,1
265,2,1
266,3,1
267,2,1
269,2,1
269,2,1
271,2,1
273,3,1
273,3,1
274,3,1
274,3,1
275,2,1
277,3,1
278,2,1
278,2,1
280,1,1
281,2,1
282,3,1
283,3,1
285,3,1
286,3,1
287,3,1
287,3,1
289,3,1
289,3,1
291,2,1
292,3,1
292,2,1
293,3,1
294,3,1
295,3,1
295,2,1
299,3,1
300,3,1
300,3,1
301,3,1
302,2,1
302,3,1
302,3,1
303,2,1
304,2,1
304,2,1
307,2,1
309,3,1
309,3,1
309,2,1
309,3,1
312,2,1
313,3,1
314,2,1
315,2,1
318,3,1
319,2,1
319,3,1
320,3,1
321,3,1
322,2,1
322,3,1
324,2,1
324,3,1
326,3,1
326,2,1
327,2,1
327,3,1
328,2,1
331,2,1
332,3,1
332,2,1
334,3,1
334,3,1
334,3,1
338,3,1
338,3,1
339,3,1
340,3,1
340,2,1
341,2,1
342,3,1
343,2,1
344,3,1
346,2,1
348,3,1
348,3,1
349,3,1
349,3,1
351,2,1
351,3,1
352,2,1
354,3,1
354,2,1
355,3,1
356,3,1
358,2,1
358,3,1
359,3,1
361,3,1
362,3,1
362,2,1
363,3,1
366,3,1
366,3,1
366,2,1
367,2,1
368,1,1
368,3,1
370,2,1
371,2,1
371,3,1
374,3,1
375,3,1
376,3,1
377,3,1
379,2,1
380,2,1
381,3,1
382,3,1
382,3,1
383,1,1
383,3,1
384,2,1
384,2,1
384,3,1
386,3,1
388,3,1
389,2,1
390,2,1
393,3,1
393,2,1
393,2,1
394,2,1
396,3,1
397,3,1
398,3,1
400,3,1
400,4,1
400,3,1
402,3,1
403,2,1
403,3,1
404,2,1
406,3,1
407,3,1
408,3,1
409,2,1
409,3,1
409,3,1
410,2,1
414,2,1
414,3,1
416,3,1
416,3,1
418,3,1
418,3,1
419,3,1
419,3,1
421,3,1
423,3,1
424,2,1
424,2,1
425,2,1
425,2,1
426,3,1
426,2,1
427,3,1
431,3,1
432,4,1
433,3,1
433,3,1
433,3,1
433,2,1
433,3,1
436,2,1
438,3,1
438,3,1
441,3,1
443,2,1
446,2,1
446,3,1
446,3,1
447,4,1
447,3,1
448,3,1
449,2,1
449,3,1
449,3,1
449,4,1
452,3,1
452,1,1
452,2,1
455,2,1
455,3,1
458,2,1
460,3,1
461,3,1
461,2,1
462,3,1
463,3,1
464,3,1
465,3,1
465,2,1
466,3,1
466,2,1
467,3,1
469,2,1
473,3,1
474,3,1
474,3,1
474,3,1
475,3,1
479,2,1
